,S&P500,WML,value_factor
2017-03-08,-0.228421554068841,-0.59,0.02
2017-03-09,0.07998954777434561,-0.16,-0.11
2017-03-10,0.3268670420600311,-0.23,0.37
2017-03-13,0.036663279274638964,0.49,0.05
2017-03-14,-0.3379027372577587,-0.18,-0.3
2017-03-15,0.8374752968933101,0.08,0.81
2017-03-16,-0.16267102889132648,-0.11,-0.12
2017-03-17,-0.1314314873633964,0.05,-0.07
2017-03-20,-0.20098934090192425,0.06,-0.04
2017-03-21,-1.2407972866659898,-1.62,-1.14
2017-03-22,0.18898861623204585,0.19,0.31
2017-03-23,-0.10602695616058434,0.23,-0.12
2017-03-24,-0.08439960753447626,-0.05,-0.11
2017-03-27,-0.10195872065426707,-0.41,0.0
2017-03-28,0.7251474152977397,0.49,0.75
2017-03-29,0.10853249749625911,-0.45,0.15
2017-03-30,0.29351100292691107,0.77,0.18
2017-03-31,-0.22550475355151978,-0.15,-0.1
2017-04-03,-0.1642125621157694,0.05,-0.27
2017-04-04,0.055952245627604126,0.34,0.14
2017-04-05,-0.3054861225013477,-0.33,-0.34
2017-04-06,0.19295093795218507,-0.01,0.18
2017-04-07,-0.08271301291930641,-0.04,0.04
2017-04-10,0.06876864639022584,-0.75,0.13
2017-04-11,-0.14338793828935875,0.04,-0.12
2017-04-12,-0.3759950756214019,-0.5,-0.38
2017-04-13,-0.6814694452883103,-0.11,-0.62
2017-04-17,0.861334911528973,0.47,0.86
2017-04-18,-0.29033801350211685,0.01,-0.13
2017-04-19,-0.17163505528008957,0.36,-0.09
2017-04-20,0.7557263410901015,0.53,0.88
2017-04-21,-0.3035073151365711,0.06,-0.16
2017-04-24,1.0840068991465068,1.14,0.97
2017-04-25,0.6090687444722208,0.39,0.51
2017-04-26,-0.04857033789650273,-0.23,-0.06
2017-04-27,0.055292007250118715,0.04,0.23
2017-04-28,-0.19131473359665974,-0.29,-0.41
2017-05-01,0.17322905313657153,0.88,0.13
2017-05-02,0.11890500505600905,-0.53,0.35
2017-05-03,-0.1271360505178031,0.01,-0.23
2017-05-04,0.058210276161948724,-0.04,0.15
2017-05-05,0.408869518490163,-0.26,0.53
2017-05-08,0.0037446077189182162,-0.02,0.08
2017-05-09,-0.10252486558834613,-0.01,0.22
2017-05-10,0.11306013918639232,0.08,-0.06
2017-05-11,-0.21628093718815883,0.05,-0.25
2017-05-12,-0.14784413421209208,0.31,0.02
2017-05-15,0.47765136426024585,0.09,0.34
2017-05-16,-0.06868968136180718,0.79,-0.06
2017-05-17,-1.8178214589219162,-1.3,-1.76
2017-05-18,0.3686818535649625,0.53,0.56
2017-05-19,0.6767499617984196,-0.21,0.65
2017-05-22,0.5160131544382652,0.27,0.6
2017-05-23,0.1837871848707477,0.54,0.02
2017-05-24,0.24891266726227548,0.09,0.39
2017-05-25,0.44419480513928294,0.76,0.7
2017-05-26,0.03105499960177553,0.12,0.07
2017-05-30,-0.12046244828196846,0.05,0.01
2017-05-31,-0.045996868531249666,-0.12,0.19
2017-06-01,0.7571112707942385,-0.18,0.69
2017-06-02,0.370773099480834,0.6,0.66
2017-06-05,-0.1217664895717995,-0.02,-0.2
2017-06-06,-0.27790401574869655,-0.18,-0.44
2017-06-07,0.156825745274458,1.32,0.21
2017-06-08,0.026720452936979968,1.05,-0.1
2017-06-09,-0.08299890161560676,-1.53,-0.58
2017-06-12,-0.09787631973519857,-1.12,-0.26
2017-06-13,0.4511505144390531,0.35,0.55
2017-06-14,-0.09958308859009651,-0.03,-0.11
2017-06-15,-0.22395981716744925,0.18,-0.25
2017-06-16,0.028363920108121762,-0.11,-0.3
2017-06-19,0.8347228826019084,0.81,0.99
2017-06-20,-0.6696637508322479,-0.01,-0.72
2017-06-21,-0.0582644441432134,0.42,0.09
2017-06-22,-0.04557818990853658,-0.48,-0.08
2017-06-23,0.15609155884164896,-0.15,0.08
2017-06-26,0.031580157672385284,-0.56,0.1
2017-06-27,-0.8072824663108605,-0.41,-0.86
2017-06-28,0.8808066128737206,0.75,1.05
2017-06-29,-0.8600023152223919,-0.45,-1.2
2017-06-30,0.15332318366443695,-0.23,0.29
2017-07-03,0.23108339915050613,-0.59,-0.01
2017-07-05,0.14532789018848108,1.35,0.19
2017-07-06,-0.9368823795134243,0.6,-0.84
2017-07-07,0.6403125635439364,0.89,0.69
2017-07-10,0.09277662124411806,0.26,0.0
2017-07-11,-0.07826808819295694,0.14,-0.07
2017-07-12,0.7305607759185565,0.2,0.73
2017-07-13,0.18745842627647427,-0.32,0.24
2017-07-14,0.46735033214997423,-0.28,0.56
2017-07-17,-0.005291285582373837,-0.12,0.12
2017-07-18,0.05978570004028404,0.22,-0.05
2017-07-19,0.5372639477661052,-0.39,0.4
2017-07-20,-0.015365930076621138,-0.02,-0.01
2017-07-21,-0.03678716036409813,0.17,0.08
2017-07-24,-0.10637348469647581,0.81,-0.07
2017-07-25,0.2923171798664182,-0.49,0.24
2017-07-26,0.0282663821871285,-0.25,0.32
2017-07-27,-0.09726881683288355,-0.85,-0.1
2017-07-28,-0.13411154893339963,0.04,-0.43
2017-07-31,-0.07281456772143798,0.09,-0.16
2017-08-01,0.24491150386565633,0.56,0.23
2017-08-02,0.04926484348822083,0.48,0.3
2017-08-03,-0.21836540850556949,0.21,-0.17
2017-08-04,0.1889103523332224,0.22,0.13
2017-08-07,0.16471997963197052,0.41,0.32
2017-08-08,-0.2414432693032037,0.42,-0.11
2017-08-09,-0.036360853213904955,-0.39,0.02
2017-08-10,-1.4474441884265719,-0.76,-1.48
2017-08-11,0.12755698031536222,0.1,0.44
2017-08-14,1.0043754738020665,1.0,1.06
2017-08-15,-0.04988080962693606,0.45,-0.07
2017-08-16,0.14201029160999054,-0.03,0.29
2017-08-17,-1.5436951897705593,-0.5,-1.56
2017-08-18,-0.18353673366143958,0.2,-0.33
2017-08-21,0.11626509216592325,0.0,0.17
2017-08-22,0.9940779962249704,0.66,1.03
2017-08-23,-0.34535928356924367,-0.17,-0.5
2017-08-24,-0.20744619233302145,-0.03,-0.33
2017-08-25,0.16728693048758972,-0.52,0.27
2017-08-28,0.04870718880635138,0.25,0.14
2017-08-29,0.08428219030979484,0.09,0.24
2017-08-30,0.4615148908088821,0.56,0.54
2017-08-31,0.5720976036098087,-0.13,0.61
2017-09-01,0.19825408914242879,-0.14,0.17
2017-09-05,-0.755080681997558,-0.9,-0.57
2017-09-06,0.312872660796423,-0.59,0.3
2017-09-07,-0.01784359584679573,-0.19,0.19
2017-09-08,-0.14888506973723228,0.32,-0.25
2017-09-11,1.08392989997978,0.45,0.92
2017-09-12,0.33639479926762333,-0.36,0.33
2017-09-13,0.07571208321888176,-0.35,0.05
2017-09-14,-0.11007176163722902,-0.19,-0.26
2017-09-15,0.18471813753213454,-0.02,0.35
2017-09-18,0.14559208669277388,0.54,-0.07
2017-09-19,0.111019536561677,0.42,0.15
2017-09-20,0.0634347859559976,-0.26,0.01
2017-09-21,-0.3045917468208513,-0.02,-0.43
2017-09-22,0.06477937041175377,-0.48,0.16
2017-09-25,-0.22220504449806064,-1.37,-0.21
2017-09-26,0.00721668174082681,-0.15,0.15
2017-09-27,0.4085143878064832,0.82,0.29
2017-09-28,0.12046157831625803,0.4,0.05
2017-09-29,0.3705109750921725,0.33,0.28
2017-10-02,0.38740035506962245,0.09,0.29
2017-10-03,0.21588381521697275,0.21,0.31
2017-10-04,0.12467201282878847,0.22,0.14
2017-10-05,0.56467873211865,0.14,0.43
2017-10-06,-0.1073634315278539,0.56,-0.14
2017-10-09,-0.18044340510071402,0.35,-0.08
2017-10-10,0.2322412612123177,0.02,0.33
2017-10-11,0.18035070386158997,0.33,0.16
2017-10-12,-0.1686752718675175,0.37,-0.19
2017-10-13,0.08781072235268414,-0.16,0.17
2017-10-16,0.17507534306602202,0.36,0.2
2017-10-17,0.06725786553095267,-0.04,0.14
2017-10-18,0.07423351621382425,0.29,0.14
2017-10-19,0.03279979372339958,-0.23,-0.1
2017-10-20,0.5116842628527206,0.36,0.35
2017-10-23,-0.39724842459165804,0.2,-0.27
2017-10-24,0.1617908534319063,0.59,0.14
2017-10-25,-0.4663049960716797,0.0,-0.49
2017-10-26,0.12709462192490584,0.36,0.08
2017-10-27,0.807302249303081,1.06,1.44
2017-10-30,-0.3192470480425576,0.31,-0.31
2017-10-31,0.0944458796862685,0.36,0.1
2017-11-01,0.1592109916699248,-0.51,-0.02
2017-11-02,0.01899661077451556,0.65,-0.03
2017-11-03,0.30970752937134544,0.47,0.53
2017-11-06,0.12712512706077553,-0.28,-0.11
2017-11-07,-0.01891028324030871,0.32,0.16
2017-11-08,0.14436549093932985,-0.09,0.38
2017-11-09,-0.37618877882731483,-0.58,-0.3
2017-11-10,-0.08976437135734197,-0.07,0.11
2017-11-13,0.09836343383037975,0.42,0.12
2017-11-14,-0.23096094136402656,0.44,-0.12
2017-11-15,-0.5525675723668094,-0.2,-0.66
2017-11-16,0.8196058301448486,0.4,1.24
2017-11-17,-0.2625963119760753,-0.8,-0.24
2017-11-20,0.1275682910980947,0.42,0.24
2017-11-21,0.6541139016436699,0.68,0.71
2017-11-22,-0.07502610505621271,-0.6,0.12
2017-11-24,0.20560952452849568,0.52,0.25
2017-11-27,-0.038425774086123826,0.15,0.1
2017-11-28,0.984851264624087,-0.76,0.86
2017-11-29,-0.03692258152141498,-2.67,0.18
2017-11-30,0.819095052417313,0.6,1.01
2017-12-01,-0.2024530643865938,-0.77,-0.25
2017-12-04,-0.10521569099138026,-2.27,0.17
2017-12-05,-0.3739381543290853,0.72,-0.3
2017-12-06,-0.011410534507196889,0.8,-0.07
2017-12-07,0.29323576282972025,0.84,0.2
2017-12-08,0.5506306498390606,0.01,0.61
2017-12-11,0.3201957382613628,-0.15,0.47
2017-12-12,0.1548921994251541,-0.58,0.17
2017-12-13,-0.047295680335785836,0.64,0.2
2017-12-14,-0.40708592677228217,0.15,-0.41
2017-12-15,0.8974343577232556,0.25,0.92
2017-12-18,0.5362807031737885,-0.05,0.6
2017-12-19,-0.3230269308986748,-0.12,-0.18
2017-12-20,-0.0827893291369619,-0.2,0.04
2017-12-21,0.19856556872258996,-0.83,0.0
2017-12-22,-0.04581664731576188,0.04,-0.02
2017-12-26,-0.10584152238849284,-0.3,-0.07
2017-12-27,0.07909408692409592,0.54,0.09
2017-12-28,0.18339987718803746,-0.07,0.16
2017-12-29,-0.5183153291804785,-0.21,-0.54
2018-01-02,0.8303361788570595,-0.4,0.74
2018-01-03,0.6398818767817351,0.4,0.36
2018-01-04,0.4028635843774413,-0.16,0.49
2018-01-05,0.7033767403822243,0.62,0.84
2018-01-08,0.16623440799480996,0.23,0.08
2018-01-09,0.1302931550569124,0.52,0.26
2018-01-10,-0.11122269759360366,-0.1,-0.24
2018-01-11,0.7033646798365777,-0.33,0.82
2018-01-12,0.6749602755413997,0.01,0.96
2018-01-16,-0.3524487493986472,-0.09,-0.41
2018-01-17,0.9415051661626807,0.93,1.03
2018-01-18,-0.16163899808150006,0.41,-0.03
2018-01-19,0.4385235280832624,0.55,0.44
2018-01-22,0.8066726543333609,-0.12,0.7
2018-01-23,0.21743654408822613,0.21,0.15
2018-01-24,-0.055997579030083074,-0.41,-0.17
2018-01-25,0.06026209239333385,0.59,0.06
2018-01-26,1.1841196442722688,0.68,1.35
2018-01-29,-0.6731974371398418,-0.02,-0.59
2018-01-30,-1.0898815391439503,0.12,-0.86
2018-01-31,0.0488985389629117,0.37,0.1
2018-02-01,-0.06480885618234287,-0.33,-0.41
2018-02-02,-2.120854769494164,-0.25,-1.86
2018-02-05,-4.0979225016407215,-0.26,-3.78
2018-02-06,1.7440920907613715,1.16,2.01
2018-02-07,-0.5001588613270529,0.05,-0.27
2018-02-08,-3.7536419718832743,-1.39,-3.67
2018-02-09,1.4936090275087153,0.55,1.25
2018-02-12,1.3914584687517095,0.34,1.52
2018-02-13,0.2612929593373528,0.56,0.56
2018-02-14,1.3402458482258168,0.56,1.24
2018-02-15,1.2069112628291625,0.31,1.36
2018-02-16,0.03734695439000948,-0.33,0.02
2018-02-20,-0.5841389481593838,0.51,-0.84
2018-02-21,-0.5496503260010078,0.51,-0.53
2018-02-22,0.09735511485316765,0.25,0.24
2018-02-23,1.6028376390592538,-0.1,1.36
2018-02-26,1.1757015405636875,0.18,1.21
2018-02-27,-1.270688867273161,0.23,-1.29
2018-02-28,-1.1095788577777117,0.43,-0.96
2018-03-01,-1.3324399450480229,-0.66,-1.2
2018-03-02,0.5071602697712926,0.03,0.45
2018-03-05,1.103202638179288,-0.4,0.9
2018-03-06,0.2638858686958538,0.22,0.24
2018-03-07,-0.04838745888696684,0.71,-0.22
2018-03-08,0.44630782533772956,-0.12,0.57
2018-03-09,1.7378831277445943,0.57,1.55
2018-03-12,-0.12739848320225552,-0.5,-0.14
2018-03-13,-0.6363576572474683,-0.14,-0.49
2018-03-14,-0.5724522264141463,0.3,-0.67
2018-03-15,-0.07819304070728716,0.19,-0.1
2018-03-16,0.17034472986976879,-0.43,0.14
2018-03-19,-1.4204195427326924,0.2,-1.23
2018-03-20,0.14818052561744752,1.26,0.33
2018-03-21,-0.1843989601829804,-0.56,-0.51
2018-03-22,-2.516288868483934,-0.99,-2.57
2018-03-23,-2.0966880472765745,-0.52,-1.89
2018-03-26,2.715725573490585,1.47,2.89
2018-03-27,-1.727630894790785,-1.97,-1.75
2018-03-28,-0.29166570946986203,-1.04,-0.24
2018-03-29,1.3769718618042377,0.65,1.21
2018-04-02,-2.2337423419752667,-0.58,-2.24
2018-04-03,1.2614865708685044,-0.01,1.23
2018-04-04,1.1566482650942906,0.31,1.43
2018-04-05,0.6862863853574067,-0.3,0.71
2018-04-06,-2.1920248708528507,-0.71,-2.23
2018-04-09,0.3336548739958611,0.71,0.15
2018-04-10,1.6726953754064904,0.58,1.58
2018-04-11,-0.552536456564779,-0.4,-0.67
2018-04-12,0.8250750130306375,1.14,0.8
2018-04-13,-0.28866253360058947,-0.74,-0.33
2018-04-16,0.8109038362631141,-0.01,0.98
2018-04-17,1.0661504817983032,1.1,1.23
2018-04-18,0.08313658005520788,0.16,0.16
2018-04-19,-0.572612477578998,0.2,-0.76
2018-04-20,-0.853653221299152,-0.02,-1.19
2018-04-23,0.005623151071356609,-0.39,0.1
2018-04-24,-1.338056146641682,-0.94,-1.43
2018-04-25,0.18370592780630177,-0.57,0.29
2018-04-26,1.0434204752046694,0.64,0.92
2018-04-27,0.11136250030761329,0.19,0.38
2018-04-30,-0.8187490859429467,0.26,-0.88
2018-05-01,0.2549045476896876,0.37,0.31
2018-05-02,-0.7205863585547909,0.26,-0.52
2018-05-03,-0.2253674464476426,0.75,-0.09
2018-05-04,1.2811179191865156,-0.29,1.37
2018-05-07,0.3457945524821214,0.56,0.19
2018-05-08,-0.02656413461944242,0.38,-0.11
2018-05-09,0.9682220184441567,0.45,0.52
2018-05-10,0.93706436136782,-0.04,0.89
2018-05-11,0.17075957958787255,0.11,0.29
2018-05-14,0.08834895171134934,-0.19,0.11
2018-05-15,-0.6842140411090308,0.01,-0.64
2018-05-16,0.4060561765464048,0.1,0.68
2018-05-17,-0.08558722748468044,0.21,-0.09
2018-05-18,-0.2632194898025619,0.4,-0.01
2018-05-21,0.7386752973389243,0.2,0.82
2018-05-22,-0.3135762023791444,-0.33,-0.46
2018-05-23,0.3248410018813437,0.31,0.42
2018-05-24,-0.20232133879298175,0.12,0.02
2018-05-25,-0.23572205679487207,-0.57,-0.05
2018-05-29,-1.1564187400276105,0.12,-0.73
2018-05-30,1.2695791469277327,0.21,1.03
2018-05-31,-0.6879559888254608,0.29,-0.75
2018-06-01,1.0849230126019163,0.58,1.04
2018-06-04,0.4479598436304489,0.29,0.82
2018-06-05,0.07025931033489607,0.52,0.33
2018-06-06,0.8567392527720356,-0.07,0.82
2018-06-07,-0.07141886594437964,-0.82,-0.13
2018-06-08,0.31259043500575057,-0.15,0.28
2018-06-11,0.10687077753775459,-0.51,0.16
2018-06-12,0.17433853342918365,0.21,0.28
2018-06-13,-0.4026127924158008,0.17,-0.58
2018-06-14,0.2471549626272858,-0.01,0.34
2018-06-15,-0.10171026706909943,-0.64,0.03
2018-06-18,-0.21261277232105064,0.69,-0.36
2018-06-19,-0.40234022532672653,-0.59,-0.55
2018-06-20,0.17121541196234352,0.57,0.16
2018-06-21,-0.6345510301846308,-0.4,-0.59
2018-06-22,0.18619344893300865,-0.7,0.0
2018-06-25,-1.3724669170993262,-1.29,-1.27
2018-06-26,0.2204577302052822,0.52,0.18
2018-06-27,-0.8604355207870318,-0.44,-0.91
2018-06-28,0.6178689940068464,0.54,0.74
2018-06-29,0.07584031112997772,-0.19,0.15
2018-07-02,0.3067957504331125,0.57,0.31
2018-07-03,-0.49473505407420315,-0.59,-0.53
2018-07-05,0.8620803418080099,-0.19,0.91
2018-07-06,0.8481281619413394,0.06,0.92
2018-07-09,0.8822986064321948,0.38,0.95
2018-07-10,0.3473267175105946,-0.19,0.5
2018-07-11,-0.7094202737347218,0.12,-0.76
2018-07-12,0.8749042481676123,0.61,1.19
2018-07-13,0.10792376622543276,0.18,0.35
2018-07-16,-0.1028135743398586,0.13,-0.27
2018-07-17,0.397369856319845,0.54,0.6
2018-07-18,0.21605124999146963,0.17,0.04
2018-07-19,-0.3952993137390755,-0.2,-0.28
2018-07-20,-0.09484476712288342,0.2,0.01
2018-07-23,0.18380493665326805,0.49,-0.06
2018-07-24,0.478091119125119,-0.58,0.3
2018-07-25,0.9101605053168762,0.8,1.06
2018-07-26,-0.30322960411387534,-0.73,-0.22
2018-07-27,-0.6562208676543084,-1.3,-0.81
2018-07-30,-0.5754170045876126,-1.45,-0.86
2018-07-31,0.48847286524287026,0.02,0.68
2018-08-01,-0.10403516539228182,0.7,0.15
2018-08-02,0.49264450595979165,0.86,0.85
2018-08-03,0.46441830259694006,-0.99,0.39
2018-08-06,0.3538227209060136,0.51,0.36
2018-08-07,0.28241823171378794,0.34,0.27
2018-08-08,-0.02623799656655244,0.32,0.04
2018-08-09,-0.14416744482073507,0.09,0.0
2018-08-10,-0.7113887974094535,0.65,-0.62
2018-08-13,-0.40059919541401623,-0.12,-0.2
2018-08-14,0.6389254671260212,0.34,0.7
2018-08-15,-0.7602164923620073,-0.81,-0.69
2018-08-16,0.7919408407494017,-0.25,0.99
2018-08-17,0.3323115931714956,-0.34,0.43
2018-08-20,0.2428017769041558,0.13,0.14
2018-08-21,0.20685363919573665,0.22,0.22
2018-08-22,-0.03981519181294722,0.86,-0.02
2018-08-23,-0.1691262163586143,0.67,-0.03
2018-08-24,0.6198839727256339,0.25,0.52
2018-08-27,0.7670409488520189,-0.06,0.76
2018-08-28,0.026927856925118673,0.21,0.11
2018-08-29,0.5701433945571167,0.42,0.83
2018-08-30,-0.44303289684484565,0.32,-0.26
2018-08-31,0.013447760553101807,0.63,0.29
2018-09-04,-0.1654322205917416,0.84,-0.05
2018-09-05,-0.28031266678487293,-1.32,-0.42
2018-09-06,-0.36523051450785987,-0.09,-0.29
2018-09-07,-0.22133447617470312,-0.23,-0.31
2018-09-10,0.18978267526506504,0.09,0.25
2018-09-11,0.3739841591294758,0.58,0.58
2018-09-12,0.03566718393581127,-0.73,0.06
2018-09-13,0.5282254410650281,0.22,0.63
2018-09-14,0.0275481553737305,-0.13,-0.1
2018-09-17,-0.556972203298975,-1.32,-0.76
2018-09-18,0.5369014724770924,0.36,0.63
2018-09-19,0.1253272524646841,-1.27,-0.23
2018-09-20,0.7840591957973468,-0.15,0.83
2018-09-21,-0.0368532969376425,-0.3,-0.01
2018-09-24,-0.3515687867310415,1.29,-0.43
2018-09-25,-0.130509591018071,1.08,-0.03
2018-09-26,-0.3289278151001013,0.25,-0.17
2018-09-27,0.27632869851152403,0.22,0.48
2018-09-28,-0.0006870281400113698,0.15,0.17
2018-10-01,0.3641105317408479,-0.23,0.34
2018-10-02,-0.039669012240730654,-1.06,-0.13
2018-10-03,0.0711519704040561,0.26,-0.02
2018-10-04,-0.8169482558017293,-0.96,-1.22
2018-10-05,-0.5527978745767437,-0.06,-0.81
2018-10-08,-0.039511638017170614,-1.14,-0.18
2018-10-09,-0.1417903744038697,0.53,-0.08
2018-10-10,-3.2864228913235163,-1.56,-3.6
2018-10-11,-2.057300781100634,0.24,-1.75
2018-10-12,1.420619796357314,1.95,1.92
2018-10-15,-0.5904979054429023,-0.86,-0.65
2018-10-16,2.149560023181401,1.05,2.31
2018-10-17,-0.025266236039021936,-0.16,-0.27
2018-10-18,-1.4391922484002613,-0.08,-1.64
2018-10-19,-0.03611698977622176,-0.86,-0.15
2018-10-22,-0.42995273740377166,1.31,0.08
2018-10-23,-0.5511830212086033,-0.38,-0.6
2018-10-24,-3.086443370866526,-0.97,-3.3
2018-10-25,1.8625039785680586,1.16,2.22
2018-10-26,-1.7327264059605167,-0.6,-1.82
2018-10-29,-0.6559599421901935,-1.01,-1.14
2018-10-30,1.566678012304765,0.13,1.58
2018-10-31,1.0851331816018703,1.18,1.18
2018-11-01,1.0557843711262436,-0.63,1.51
2018-11-02,-0.6316686163163441,-0.33,-0.86
2018-11-05,0.5600317168766493,-0.37,0.21
2018-11-06,0.6259295562117404,-0.06,0.59
2018-11-07,2.1208856280910173,1.76,2.5
2018-11-08,-0.25089165775684713,-0.03,-0.14
2018-11-09,-0.919901357847712,0.01,-1.02
2018-11-12,-1.970148931610641,-0.7,-2.17
2018-11-13,-0.14819196700837237,-0.76,-0.12
2018-11-14,-0.7567410867240223,-0.72,-0.78
2018-11-15,1.059375334940566,0.76,1.02
2018-11-16,0.22233056585385147,-0.15,-0.05
2018-11-19,-1.664310892826281,-1.75,-2.24
2018-11-20,-1.8151240504630657,-0.31,-2.11
2018-11-21,0.3043290722033123,-0.05,0.34
2018-11-23,-0.6554842371583166,0.14,-0.52
2018-11-26,1.5532368144919935,0.2,1.64
2018-11-27,0.3261692255259274,0.68,0.35
2018-11-28,2.2973979573244927,1.06,2.79
2018-11-29,-0.21831080056632693,0.19,-0.46
2018-11-30,0.8170747534382887,-0.06,1.06
2018-12-03,1.0941426018481317,0.41,1.31
2018-12-04,-3.236490293878834,0.47,-3.54
2018-12-06,-0.1522228361661734,0.88,0.1
2018-12-07,-2.3320118749489387,-0.97,-2.79
2018-12-10,0.17621541550397274,1.29,0.48
2018-12-11,-0.0356346393981931,0.72,0.07
2018-12-12,0.5419503653256764,0.07,0.59
2018-12-13,-0.01999302117276265,0.37,-0.08
2018-12-14,-1.908670959714558,-0.46,-2.34
2018-12-17,-2.0773480650743483,-1.09,-2.15
2018-12-18,0.00864007027257627,0.33,0.5
2018-12-19,-1.5395714469955906,0.67,-1.78
2018-12-20,-1.5772106302099804,-0.61,-1.65
2018-12-21,-2.05882284353217,-0.05,-2.29
2018-12-24,-2.7112254234371456,-0.34,-2.57
2018-12-26,4.959374256297623,0.55,5.22
2018-12-27,0.8562680803813779,0.04,0.77
2018-12-28,-0.12415825521054007,-0.05,-0.07
2018-12-31,0.8492484364786622,0.51,1.05
2019-01-02,0.1268496669400822,-1.94,0.17
2019-01-03,-2.4756730111614127,-0.85,-2.96
2019-01-04,3.433571429840454,-0.4,3.61
2019-01-07,0.7010434849805152,-0.24,0.96
2019-01-08,0.969528514133946,0.3,1.15
2019-01-09,0.4098045517469226,-0.75,0.46
2019-01-10,0.45184189218472803,-0.14,0.4
2019-01-11,-0.01462979140943451,-0.28,-0.13
2019-01-14,-0.5257525420190867,-0.63,-0.65
2019-01-15,1.0721688854600295,1.01,1.02
2019-01-16,0.22219855538147543,-0.56,0.03
2019-01-17,0.7591400273706245,-0.17,0.79
2019-01-18,1.318305304865744,-0.77,1.38
2019-01-22,-1.4157306316348408,0.98,-1.6
2019-01-23,0.2202912839790878,0.86,0.36
2019-01-24,0.1375725572217552,-0.9,0.17
2019-01-25,0.8488694197122184,-1.02,0.84
2019-01-28,-0.7846827452202751,-0.5,-1.01
2019-01-29,-0.14562467073728508,-0.4,-0.33
2019-01-30,1.5549260984848463,0.25,2.01
2019-01-31,0.8597396012281584,0.56,0.71
2019-02-01,0.08986098561208382,-0.45,-0.25
2019-02-04,0.6776236658558935,-0.04,0.98
2019-02-05,0.47084203830327603,0.11,0.74
2019-02-06,-0.22244380717381562,-0.31,-0.13
2019-02-07,-0.9357139928022689,0.68,-0.83
2019-02-08,0.0676201092687057,0.71,0.01
2019-02-11,0.07091030928126053,0.03,0.03
2019-02-12,1.2890224506745562,-0.38,1.34
2019-02-13,0.3023994731897068,-0.4,0.42
2019-02-14,-0.26516416178183083,0.23,-0.25
2019-02-15,1.0878752906358191,-0.64,0.93
2019-02-19,0.1498743281857341,-0.27,0.09
2019-02-20,0.17771106074729415,-0.5,0.18
2019-02-21,-0.3526436662044688,0.63,-0.17
2019-02-22,0.6411102372030292,0.22,0.85
2019-02-25,0.12318623740310147,-0.66,0.06
2019-02-26,-0.0790457069078453,0.15,0.01
2019-02-27,-0.05440491976510697,0.31,0.06
2019-02-28,-0.28255084661056395,0.73,-0.25
2019-03-01,0.6895320532288951,-0.16,0.66
2019-03-04,-0.3880558203279647,-0.57,-0.27
2019-03-05,-0.1131533091488267,0.35,-0.16
2019-03-06,-0.6524098592784656,0.46,-0.63
2019-03-07,-0.8125717367500838,0.65,-0.94
2019-03-08,-0.21316891099281812,0.24,-0.19
2019-03-11,1.46660420633484,-0.05,1.58
2019-03-12,0.29533183111009914,-0.07,0.15
2019-03-13,0.6949583689534174,-0.13,0.66
2019-03-14,-0.08680225932099582,0.39,-0.12
2019-03-15,0.49849029011059565,0.06,0.72
2019-03-18,0.3705946924023894,-0.45,0.57
2019-03-19,-0.013056153949721089,0.44,0.03
